date,ingredient_name,unit,historical_ingredient_usage,contributing_menu_items,covered_menu_quantity
2024-06-26,Yogurt,liter,15.0,1,150.0
2024-06-27,Anchovies,kg,8.19,1,273.0
2024-06-27,Beef,kg,29.519999999999996,1,164.0
2024-06-27,Black Tea,kg,14.785,2,2957.0
2024-06-27,Butter,kg,17.48,1,874.0
2024-06-27,Chicken,kg,201.12,2,1037.0
2024-06-27,Chili,kg,1.6400000000000001,1,164.0
2024-06-27,Chili Sauce,liter,6.28,1,314.0
2024-06-27,Coconut Milk,liter,162.25,3,1027.0
2024-06-27,Condensed Milk,liter,132.25,1,2645.0
2024-06-27,Cream,liter,29.700000000000003,1,297.0
2024-06-27,Cucumber,kg,9.42,1,314.0
2024-06-27,Curry,liter,60.0,1,600.0
2024-06-27,Egg,pieces,873.0,2,873.0
2024-06-27,Evaporated Milk,liter,132.25,1,2645.0
2024-06-27,Flour,kg,60.0,1,600.0
2024-06-27,Galangal,kg,1.6400000000000001,1,164.0
2024-06-27,Garlic,kg,13.34,3,1334.0
2024-06-27,Ghee,kg,12.0,1,600.0
2024-06-27,Ginger,kg,10.370000000000001,2,1037.0
2024-06-27,Kaya,kg,26.22,1,874.0
2024-06-27,Lemon,kg,9.36,1,312.0
2024-06-27,Lemongrass,kg,1.6400000000000001,1,164.0
2024-06-27,Mushrooms,kg,44.55,1,297.0
2024-06-27,Onion,kg,14.850000000000001,1,297.0
2024-06-27,Palm Sugar,kg,29.5,1,590.0
2024-06-27,Peanuts,kg,8.19,1,273.0
2024-06-27,Red Beans,kg,29.5,1,590.0
2024-06-27,Rice,kg,111.94,2,587.0
2024-06-27,Rice Flour Jelly,kg,59.0,1,590.0
2024-06-27,Sambal,kg,8.19,1,273.0
2024-06-27,Soft-Boiled Eggs,pieces,1748.0,1,874.0
2024-06-27,Spices,kg,3.2800000000000002,1,164.0
2024-06-27,Sugar Syrup,liter,9.36,1,312.0
2024-06-27,Tandoori Masala,kg,14.46,1,723.0
2024-06-27,Vegetable Broth,liter,74.25,1,297.0
2024-06-27,Water,liter,30.0,1,600.0
2024-06-27,White Bread,kg,87.4,1,874.0
2024-06-27,Yogurt,liter,72.30000000000001,1,723.0
2024-06-28,Bean Sprouts,kg,11.3,1,226.0
2024-06-28,Beef,kg,0.0,1,0.0
2024-06-28,Beef Bacon,kg,3.2,1,64.0
2024-06-28,Black Pepper,kg,0.128,1,64.0
2024-06-28,Black Pepper Sauce,liter,12.250000000000002,1,245.0
2024-06-28,Black Tea,kg,9.004999999999999,2,1801.0
2024-06-28,Butter,kg,19.340000000000003,1,967.0
2024-06-28,Cheese,kg,1.92,1,64.0
2024-06-28,Chicken,kg,30.8,1,154.0
2024-06-28,Chicken Thigh,kg,49.00000000000001,1,245.0
2024-06-28,Chili,kg,0.0,1,0.0
2024-06-28,Chives,kg,2.2600000000000002,1,226.0
2024-06-28,Cockles,kg,11.3,1,226.0
2024-06-28,Coconut Milk,liter,33.9,2,226.0
2024-06-28,Coleslaw,kg,24.500000000000004,1,245.0
2024-06-28,Condensed Milk,liter,56.25,1,1125.0
2024-06-28,Cucumber,kg,8.94,1,298.0
2024-06-28,Curry,liter,51.5,1,515.0
2024-06-28,Egg,pieces,515.0,1,515.0
2024-06-28,Eggs,pieces,64.0,1,64.0
2024-06-28,Evaporated Milk,liter,56.25,1,1125.0
2024-06-28,Fish Broth,liter,89.39999999999999,1,298.0
2024-06-28,Flat Rice Noodles,kg,33.9,1,226.0
2024-06-28,Flour,kg,51.5,1,515.0
2024-06-28,Fries,kg,36.75,1,245.0
2024-06-28,Galangal,kg,0.0,1,0.0
2024-06-28,Garlic,kg,1.54,1,154.0
2024-06-28,Ghee,kg,10.3,1,515.0
2024-06-28,Ginger,kg,1.54,1,154.0
2024-06-28,Kaya,kg,29.009999999999998,1,967.0
2024-06-28,Lemon,kg,20.28,1,676.0
2024-06-28,Lemongrass,kg,0.0,1,0.0
2024-06-28,Mint,kg,1.49,1,298.0
2024-06-28,Palm Sugar,kg,11.3,1,226.0
2024-06-28,Prawns,kg,18.080000000000002,1,226.0
2024-06-28,Red Beans,kg,11.3,1,226.0
2024-06-28,Rice Flour Jelly,kg,22.6,1,226.0
2024-06-28,Rice Noodles,kg,44.699999999999996,1,298.0
2024-06-28,Shrimp Paste,kg,2.98,1,298.0
2024-06-28,Soft-Boiled Eggs,pieces,1934.0,1,967.0
2024-06-28,Soy Sauce,liter,4.5200000000000005,1,226.0
2024-06-28,Spaghetti,kg,7.68,1,64.0
2024-06-28,Spices,kg,0.0,1,0.0
2024-06-28,Sugar Syrup,liter,20.28,1,676.0
2024-06-28,Tamarind,kg,2.98,1,298.0
2024-06-28,Tandoori Masala,kg,3.08,1,154.0
2024-06-28,Water,liter,25.75,1,515.0
2024-06-28,White Bread,kg,96.70000000000002,1,967.0
2024-06-28,Yogurt,liter,15.4,1,154.0
2024-06-29,Anchovies,kg,13.11,1,437.0
2024-06-29,Beef Bacon,kg,49.900000000000006,1,998.0
2024-06-29,Black Pepper,kg,1.996,1,998.0
2024-06-29,Black Pepper Sauce,liter,15.25,1,305.0
2024-06-29,Black Tea,kg,23.275,2,4655.0
2024-06-29,Butter,kg,41.12,1,2056.0
2024-06-29,Cheese,kg,29.939999999999998,1,998.0
2024-06-29,Chicken,kg,82.0,1,410.0
2024-06-29,Chicken Thigh,kg,61.0,1,305.0
2024-06-29,Coconut Milk,liter,120.15,2,801.0
2024-06-29,Coleslaw,kg,30.5,1,305.0
2024-06-29,Condensed Milk,liter,140.25,1,2805.0
2024-06-29,Cream,liter,83.4,1,834.0
2024-06-29,Curry,liter,132.10000000000002,1,1321.0
2024-06-29,Egg,pieces,1758.0,2,1758.0
2024-06-29,Eggs,pieces,998.0,1,998.0
2024-06-29,Evaporated Milk,liter,140.25,1,2805.0
2024-06-29,Flour,kg,132.10000000000002,1,1321.0
2024-06-29,Fries,kg,45.75,1,305.0
2024-06-29,Garlic,kg,12.44,2,1244.0
2024-06-29,Ghee,kg,26.42,1,1321.0
2024-06-29,Ginger,kg,4.1,1,410.0
2024-06-29,Kaya,kg,61.67999999999999,1,2056.0
2024-06-29,Lemon,kg,55.49999999999999,1,1850.0
2024-06-29,Mushrooms,kg,125.1,1,834.0
2024-06-29,Onion,kg,41.7,1,834.0
2024-06-29,Palm Sugar,kg,18.2,1,364.0
2024-06-29,Peanuts,kg,13.11,1,437.0
2024-06-29,Red Beans,kg,18.2,1,364.0
2024-06-29,Rice,kg,78.66,1,437.0
2024-06-29,Rice Flour Jelly,kg,36.4,1,364.0
2024-06-29,Sambal,kg,13.11,1,437.0
2024-06-29,Soft-Boiled Eggs,pieces,4112.0,1,2056.0
2024-06-29,Spaghetti,kg,119.75999999999999,1,998.0
2024-06-29,Sugar Syrup,liter,55.49999999999999,1,1850.0
2024-06-29,Tandoori Masala,kg,8.2,1,410.0
2024-06-29,Vegetable Broth,liter,208.5,1,834.0
2024-06-29,Water,liter,66.05000000000001,1,1321.0
2024-06-29,White Bread,kg,205.60000000000002,1,2056.0
2024-06-29,Yogurt,liter,41.0,1,410.0
2024-06-30,Anchovies,kg,28.349999999999998,1,945.0
2024-06-30,Beef,kg,57.959999999999994,1,322.0
2024-06-30,Beef Bacon,kg,13.8,1,276.0
2024-06-30,Black Pepper,kg,0.552,1,276.0
2024-06-30,Black Pepper Sauce,liter,18.1,1,362.0
2024-06-30,Black Tea,kg,4.925000000000001,1,985.0
2024-06-30,Butter,kg,52.36,1,2618.0
2024-06-30,Cheese,kg,8.28,1,276.0
2024-06-30,Chicken,kg,232.22,2,1209.0
2024-06-30,Chicken Thigh,kg,72.4,1,362.0
2024-06-30,Chili,kg,3.2199999999999998,1,322.0
2024-06-30,Chili Sauce,liter,9.58,1,479.0
2024-06-30,Coconut Milk,liter,230.15,3,1427.0
2024-06-30,Coleslaw,kg,36.2,1,362.0
2024-06-30,Cream,liter,1.9000000000000001,1,19.0
2024-06-30,Cucumber,kg,36.96,2,1232.0
2024-06-30,Curry,liter,69.10000000000001,1,691.0
2024-06-30,Egg,pieces,1636.0,2,1636.0
2024-06-30,Eggs,pieces,276.0,1,276.0
2024-06-30,Fish Broth,liter,225.89999999999998,1,753.0
2024-06-30,Flour,kg,69.10000000000001,1,691.0
2024-06-30,Fries,kg,54.3,1,362.0
2024-06-30,Galangal,kg,3.2199999999999998,1,322.0
2024-06-30,Garlic,kg,12.28,3,1228.0
2024-06-30,Ghee,kg,13.82,1,691.0
2024-06-30,Ginger,kg,12.09,2,1209.0
2024-06-30,Kaya,kg,78.53999999999999,1,2618.0
2024-06-30,Lemon,kg,29.549999999999997,1,985.0
2024-06-30,Lemongrass,kg,3.2199999999999998,1,322.0
2024-06-30,Mint,kg,3.7650000000000006,1,753.0
2024-06-30,Mushrooms,kg,2.85,1,19.0
2024-06-30,Onion,kg,0.9500000000000001,1,19.0
2024-06-30,Palm Sugar,kg,8.0,1,160.0
2024-06-30,Peanuts,kg,28.349999999999998,1,945.0
2024-06-30,Red Beans,kg,8.0,1,160.0
2024-06-30,Rice,kg,265.9,2,1424.0
2024-06-30,Rice Flour Jelly,kg,16.0,1,160.0
2024-06-30,Rice Noodles,kg,112.94999999999999,1,753.0
2024-06-30,Sambal,kg,28.349999999999998,1,945.0
2024-06-30,Shrimp Paste,kg,7.530000000000001,1,753.0
2024-06-30,Soft-Boiled Eggs,pieces,5236.0,1,2618.0
2024-06-30,Spaghetti,kg,33.12,1,276.0
2024-06-30,Spices,kg,6.4399999999999995,1,322.0
2024-06-30,Sugar Syrup,liter,29.549999999999997,1,985.0
2024-06-30,Tamarind,kg,7.530000000000001,1,753.0
2024-06-30,Tandoori Masala,kg,14.6,1,730.0
2024-06-30,Vegetable Broth,liter,4.75,1,19.0
2024-06-30,Water,liter,34.550000000000004,1,691.0
2024-06-30,White Bread,kg,261.8,1,2618.0
2024-06-30,Yogurt,liter,73.0,1,730.0
2024-07-01,Anchovies,kg,6.66,1,222.0
2024-07-01,Bean Sprouts,kg,18.650000000000002,1,373.0
2024-07-01,Beef,kg,33.48,1,186.0
2024-07-01,Black Pepper Sauce,liter,6.8500000000000005,1,137.0
2024-07-01,Black Tea,kg,13.235,2,2647.0
2024-07-01,Chicken,kg,90.0,1,450.0
2024-07-01,Chicken Thigh,kg,27.400000000000002,1,137.0
2024-07-01,Chili,kg,1.8599999999999999,1,186.0
2024-07-01,Chives,kg,3.7300000000000004,1,373.0
2024-07-01,Cockles,kg,18.650000000000002,1,373.0
2024-07-01,Coconut Milk,liter,135.45,3,841.0
2024-07-01,Coleslaw,kg,13.700000000000001,1,137.0
2024-07-01,Condensed Milk,liter,100.00000000000001,1,2000.0
2024-07-01,Cream,liter,14.5,1,145.0
2024-07-01,Curry,liter,278.8,1,2788.0
2024-07-01,Egg,pieces,3010.0,2,3010.0
2024-07-01,Evaporated Milk,liter,100.00000000000001,1,2000.0
2024-07-01,Flat Rice Noodles,kg,55.949999999999996,1,373.0
2024-07-01,Flour,kg,278.8,1,2788.0
2024-07-01,Fries,kg,20.55,1,137.0
2024-07-01,Galangal,kg,1.8599999999999999,1,186.0
2024-07-01,Garlic,kg,5.95,2,595.0
2024-07-01,Ghee,kg,55.76,1,2788.0
2024-07-01,Ginger,kg,4.5,1,450.0
2024-07-01,Lemon,kg,19.41,1,647.0
2024-07-01,Lemongrass,kg,1.8599999999999999,1,186.0
2024-07-01,Mushrooms,kg,21.75,1,145.0
2024-07-01,Onion,kg,7.25,1,145.0
2024-07-01,Palm Sugar,kg,21.650000000000002,1,433.0
2024-07-01,Peanuts,kg,6.66,1,222.0
2024-07-01,Prawns,kg,29.840000000000003,1,373.0
2024-07-01,Red Beans,kg,21.650000000000002,1,433.0
2024-07-01,Rice,kg,39.96,1,222.0
2024-07-01,Rice Flour Jelly,kg,43.300000000000004,1,433.0
2024-07-01,Sambal,kg,6.66,1,222.0
2024-07-01,Soy Sauce,liter,7.460000000000001,1,373.0
2024-07-01,Spices,kg,3.7199999999999998,1,186.0
2024-07-01,Sugar Syrup,liter,19.41,1,647.0
2024-07-01,Tandoori Masala,kg,9.0,1,450.0
2024-07-01,Vegetable Broth,liter,36.25,1,145.0
2024-07-01,Water,liter,139.4,1,2788.0
2024-07-01,Yogurt,liter,45.0,1,450.0
2024-07-02,Beef,kg,52.739999999999995,1,293.0
2024-07-02,Beef Bacon,kg,12.450000000000001,1,249.0
2024-07-02,Black Pepper,kg,0.498,1,249.0
2024-07-02,Black Pepper Sauce,liter,1.85,1,37.0
2024-07-02,Black Tea,kg,5.595000000000001,2,1119.0
2024-07-02,Butter,kg,24.92,1,1246.0
2024-07-02,Cheese,kg,7.47,1,249.0
2024-07-02,Chicken,kg,30.740000000000002,2,160.0
2024-07-02,Chicken Thigh,kg,7.4,1,37.0
2024-07-02,Chili,kg,2.93,1,293.0
2024-07-02,Chili Sauce,liter,1.26,1,63.0
2024-07-02,Coconut Milk,liter,126.25,2,744.0
2024-07-02,Coleslaw,kg,3.7,1,37.0
2024-07-02,Condensed Milk,liter,46.150000000000006,1,923.0
2024-07-02,Cream,liter,6.1000000000000005,1,61.0
2024-07-02,Cucumber,kg,6.6899999999999995,2,223.0
2024-07-02,Curry,liter,100.8,1,1008.0
2024-07-02,Egg,pieces,1008.0,1,1008.0
2024-07-02,Eggs,pieces,249.0,1,249.0
2024-07-02,Evaporated Milk,liter,46.150000000000006,1,923.0
2024-07-02,Fish Broth,liter,48.0,1,160.0
2024-07-02,Flour,kg,100.8,1,1008.0
2024-07-02,Fries,kg,5.55,1,37.0
2024-07-02,Galangal,kg,2.93,1,293.0
2024-07-02,Garlic,kg,2.21,3,221.0
2024-07-02,Ghee,kg,20.16,1,1008.0
2024-07-02,Ginger,kg,1.6,2,160.0
2024-07-02,Kaya,kg,37.379999999999995,1,1246.0
2024-07-02,Lemon,kg,5.88,1,196.0
2024-07-02,Lemongrass,kg,2.93,1,293.0
2024-07-02,Mint,kg,0.8,1,160.0
2024-07-02,Mushrooms,kg,9.15,1,61.0
2024-07-02,Onion,kg,3.0500000000000003,1,61.0
2024-07-02,Palm Sugar,kg,22.55,1,451.0
2024-07-02,Red Beans,kg,22.55,1,451.0
2024-07-02,Rice,kg,12.600000000000001,1,63.0
2024-07-02,Rice Flour Jelly,kg,45.1,1,451.0
2024-07-02,Rice Noodles,kg,24.0,1,160.0
2024-07-02,Shrimp Paste,kg,1.6,1,160.0
2024-07-02,Soft-Boiled Eggs,pieces,2492.0,1,1246.0
2024-07-02,Spaghetti,kg,29.88,1,249.0
2024-07-02,Spices,kg,5.86,1,293.0
2024-07-02,Sugar Syrup,liter,5.88,1,196.0
2024-07-02,Tamarind,kg,1.6,1,160.0
2024-07-02,Tandoori Masala,kg,1.94,1,97.0
2024-07-02,Vegetable Broth,liter,15.25,1,61.0
2024-07-02,Water,liter,50.4,1,1008.0
2024-07-02,White Bread,kg,124.6,1,1246.0
2024-07-02,Yogurt,liter,9.700000000000001,1,97.0
2024-07-03,Anchovies,kg,17.4,1,580.0
2024-07-03,Bean Sprouts,kg,14.100000000000001,1,282.0
2024-07-03,Beef,kg,37.26,1,207.0
2024-07-03,Beef Bacon,kg,6.25,1,125.0
2024-07-03,Black Pepper,kg,0.25,1,125.0
2024-07-03,Black Pepper Sauce,liter,37.550000000000004,1,751.0
2024-07-03,Black Tea,kg,15.040000000000001,2,3008.0
2024-07-03,Butter,kg,17.94,1,897.0
2024-07-03,Cheese,kg,3.75,1,125.0
2024-07-03,Chicken,kg,0.0,1,0.0
2024-07-03,Chicken Thigh,kg,150.20000000000002,1,751.0
2024-07-03,Chili,kg,2.07,1,207.0
2024-07-03,Chives,kg,2.82,1,282.0
2024-07-03,Cockles,kg,14.100000000000001,1,282.0
2024-07-03,Coconut Milk,liter,268.20000000000005,3,1719.0
2024-07-03,Coleslaw,kg,75.10000000000001,1,751.0
2024-07-03,Condensed Milk,liter,100.35000000000001,1,2007.0
2024-07-03,Cream,liter,19.200000000000003,1,192.0
2024-07-03,Cucumber,kg,4.56,1,152.0
2024-07-03,Curry,liter,38.5,1,385.0
2024-07-03,Egg,pieces,965.0,2,965.0
2024-07-03,Eggs,pieces,125.0,1,125.0
2024-07-03,Evaporated Milk,liter,100.35000000000001,1,2007.0
2024-07-03,Fish Broth,liter,45.6,1,152.0
2024-07-03,Flat Rice Noodles,kg,42.3,1,282.0
2024-07-03,Flour,kg,38.5,1,385.0
2024-07-03,Fries,kg,112.64999999999999,1,751.0
2024-07-03,Galangal,kg,2.07,1,207.0
2024-07-03,Garlic,kg,1.92,2,192.0
2024-07-03,Ghee,kg,7.7,1,385.0
2024-07-03,Ginger,kg,0.0,1,0.0
2024-07-03,Kaya,kg,26.909999999999997,1,897.0
2024-07-03,Lemon,kg,30.029999999999998,1,1001.0
2024-07-03,Lemongrass,kg,2.07,1,207.0
2024-07-03,Mint,kg,0.76,1,152.0
2024-07-03,Mushrooms,kg,28.799999999999997,1,192.0
2024-07-03,Onion,kg,9.600000000000001,1,192.0
2024-07-03,Palm Sugar,kg,46.6,1,932.0
2024-07-03,Peanuts,kg,17.4,1,580.0
2024-07-03,Prawns,kg,22.56,1,282.0
2024-07-03,Red Beans,kg,46.6,1,932.0
2024-07-03,Rice,kg,104.4,1,580.0
2024-07-03,Rice Flour Jelly,kg,93.2,1,932.0
2024-07-03,Rice Noodles,kg,22.8,1,152.0
2024-07-03,Sambal,kg,17.4,1,580.0
2024-07-03,Shrimp Paste,kg,1.52,1,152.0
2024-07-03,Soft-Boiled Eggs,pieces,1794.0,1,897.0
2024-07-03,Soy Sauce,liter,5.64,1,282.0
2024-07-03,Spaghetti,kg,15.0,1,125.0
2024-07-03,Spices,kg,4.14,1,207.0
2024-07-03,Sugar Syrup,liter,30.029999999999998,1,1001.0
2024-07-03,Tamarind,kg,1.52,1,152.0
2024-07-03,Tandoori Masala,kg,0.0,1,0.0
2024-07-03,Vegetable Broth,liter,48.0,1,192.0
2024-07-03,Water,liter,19.25,1,385.0
2024-07-03,White Bread,kg,89.7,1,897.0
2024-07-03,Yogurt,liter,0.0,1,0.0
2024-07-04,Anchovies,kg,6.359999999999999,1,212.0
2024-07-04,Beef Bacon,kg,2.3000000000000003,1,46.0
2024-07-04,Black Pepper,kg,0.092,1,46.0
2024-07-04,Black Pepper Sauce,liter,16.75,1,335.0
2024-07-04,Black Tea,kg,11.71,2,2342.0
2024-07-04,Butter,kg,27.16,1,1358.0
2024-07-04,Cheese,kg,1.38,1,46.0
2024-07-04,Chicken,kg,63.2,2,325.0
2024-07-04,Chicken Thigh,kg,67.0,1,335.0
2024-07-04,Chili Sauce,liter,1.8,1,90.0
2024-07-04,Coconut Milk,liter,133.5,2,890.0
2024-07-04,Coleslaw,kg,33.5,1,335.0
2024-07-04,Condensed Milk,liter,98.7,1,1974.0
2024-07-04,Cream,liter,4.800000000000001,1,48.0
2024-07-04,Cucumber,kg,2.6999999999999997,1,90.0
2024-07-04,Curry,liter,23.900000000000002,1,239.0
2024-07-04,Egg,pieces,451.0,2,451.0
2024-07-04,Eggs,pieces,46.0,1,46.0
2024-07-04,Evaporated Milk,liter,98.7,1,1974.0
2024-07-04,Flour,kg,23.900000000000002,1,239.0
2024-07-04,Fries,kg,50.25,1,335.0
2024-07-04,Garlic,kg,3.73,3,373.0
2024-07-04,Ghee,kg,4.779999999999999,1,239.0
2024-07-04,Ginger,kg,3.25,2,325.0
2024-07-04,Kaya,kg,40.739999999999995,1,1358.0
2024-07-04,Lemon,kg,11.04,1,368.0
2024-07-04,Mushrooms,kg,7.199999999999999,1,48.0
2024-07-04,Onion,kg,2.4000000000000004,1,48.0
2024-07-04,Palm Sugar,kg,33.900000000000006,1,678.0
2024-07-04,Peanuts,kg,6.359999999999999,1,212.0
2024-07-04,Red Beans,kg,33.900000000000006,1,678.0
2024-07-04,Rice,kg,56.16,2,302.0
2024-07-04,Rice Flour Jelly,kg,67.80000000000001,1,678.0
2024-07-04,Sambal,kg,6.359999999999999,1,212.0
2024-07-04,Soft-Boiled Eggs,pieces,2716.0,1,1358.0
2024-07-04,Spaghetti,kg,5.52,1,46.0
2024-07-04,Sugar Syrup,liter,11.04,1,368.0
2024-07-04,Tandoori Masala,kg,4.7,1,235.0
2024-07-04,Vegetable Broth,liter,12.0,1,48.0
2024-07-04,Water,liter,11.950000000000001,1,239.0
2024-07-04,White Bread,kg,135.8,1,1358.0
2024-07-04,Yogurt,liter,23.5,1,235.0
2024-07-05,Anchovies,kg,39.209999999999994,1,1307.0
2024-07-05,Bean Sprouts,kg,23.200000000000003,1,464.0
2024-07-05,Beef,kg,0.0,1,0.0
2024-07-05,Beef Bacon,kg,7.15,1,143.0
2024-07-05,Black Pepper,kg,0.28600000000000003,1,143.0
2024-07-05,Black Pepper Sauce,liter,4.800000000000001,1,96.0
2024-07-05,Black Tea,kg,8.585,2,1717.0
2024-07-05,Butter,kg,27.380000000000003,1,1369.0
2024-07-05,Cheese,kg,4.289999999999999,1,143.0
2024-07-05,Chicken,kg,32.2,1,161.0
2024-07-05,Chicken Thigh,kg,19.200000000000003,1,96.0
2024-07-05,Chili,kg,0.0,1,0.0
2024-07-05,Chives,kg,4.640000000000001,1,464.0
2024-07-05,Cockles,kg,23.200000000000003,1,464.0
2024-07-05,Coconut Milk,liter,422.25,3,2815.0
2024-07-05,Coleslaw,kg,9.600000000000001,1,96.0
2024-07-05,Condensed Milk,liter,78.45000000000002,1,1569.0
2024-07-05,Cream,liter,30.6,1,306.0
2024-07-05,Cucumber,kg,0.0,1,0.0
2024-07-05,Curry,liter,104.39999999999999,1,1044.0
2024-07-05,Egg,pieces,2351.0,2,2351.0
2024-07-05,Eggs,pieces,143.0,1,143.0
2024-07-05,Evaporated Milk,liter,78.45000000000002,1,1569.0
2024-07-05,Fish Broth,liter,0.0,1,0.0
2024-07-05,Flat Rice Noodles,kg,69.6,1,464.0
2024-07-05,Flour,kg,104.39999999999999,1,1044.0
2024-07-05,Fries,kg,14.399999999999999,1,96.0
2024-07-05,Galangal,kg,0.0,1,0.0
2024-07-05,Garlic,kg,4.67,2,467.0
2024-07-05,Ghee,kg,20.88,1,1044.0
2024-07-05,Ginger,kg,1.61,1,161.0
2024-07-05,Kaya,kg,41.07,1,1369.0
2024-07-05,Lemon,kg,4.4399999999999995,1,148.0
2024-07-05,Lemongrass,kg,0.0,1,0.0
2024-07-05,Mint,kg,0.0,1,0.0
2024-07-05,Mushrooms,kg,45.9,1,306.0
2024-07-05,Onion,kg,15.3,1,306.0
2024-07-05,Palm Sugar,kg,75.4,1,1508.0
2024-07-05,Peanuts,kg,39.209999999999994,1,1307.0
2024-07-05,Prawns,kg,37.120000000000005,1,464.0
2024-07-05,Red Beans,kg,75.4,1,1508.0
2024-07-05,Rice,kg,235.26,1,1307.0
2024-07-05,Rice Flour Jelly,kg,150.8,1,1508.0
2024-07-05,Rice Noodles,kg,0.0,1,0.0
2024-07-05,Sambal,kg,39.209999999999994,1,1307.0
2024-07-05,Shrimp Paste,kg,0.0,1,0.0
2024-07-05,Soft-Boiled Eggs,pieces,2738.0,1,1369.0
2024-07-05,Soy Sauce,liter,9.280000000000001,1,464.0
2024-07-05,Spaghetti,kg,17.159999999999997,1,143.0
2024-07-05,Spices,kg,0.0,1,0.0
2024-07-05,Sugar Syrup,liter,4.4399999999999995,1,148.0
2024-07-05,Tamarind,kg,0.0,1,0.0
2024-07-05,Tandoori Masala,kg,3.22,1,161.0
2024-07-05,Vegetable Broth,liter,76.5,1,306.0
2024-07-05,Water,liter,52.199999999999996,1,1044.0
2024-07-05,White Bread,kg,136.9,1,1369.0
2024-07-05,Yogurt,liter,16.1,1,161.0
2024-07-06,Anchovies,kg,28.589999999999996,1,953.0
2024-07-06,Bean Sprouts,kg,14.650000000000002,1,293.0
2024-07-06,Beef Bacon,kg,13.45,1,269.0
2024-07-06,Black Pepper,kg,0.538,1,269.0
2024-07-06,Black Pepper Sauce,liter,41.800000000000004,1,836.0
2024-07-06,Black Tea,kg,20.97,2,4194.0
2024-07-06,Butter,kg,37.76,1,1888.0
2024-07-06,Cheese,kg,8.07,1,269.0
2024-07-06,Chicken,kg,72.2,1,361.0
2024-07-06,Chicken Thigh,kg,167.20000000000002,1,836.0
2024-07-06,Chives,kg,2.9299999999999997,1,293.0
2024-07-06,Cockles,kg,14.650000000000002,1,293.0
2024-07-06,Coconut Milk,liter,247.2,2,1648.0
2024-07-06,Coleslaw,kg,83.60000000000001,1,836.0
2024-07-06,Condensed Milk,liter,164.65,1,3293.0
2024-07-06,Cream,liter,54.7,1,547.0
2024-07-06,Curry,liter,39.0,1,390.0
2024-07-06,Egg,pieces,1343.0,2,1343.0
2024-07-06,Eggs,pieces,269.0,1,269.0
2024-07-06,Evaporated Milk,liter,164.65,1,3293.0
2024-07-06,Flat Rice Noodles,kg,43.949999999999996,1,293.0
2024-07-06,Flour,kg,39.0,1,390.0
2024-07-06,Fries,kg,125.4,1,836.0
2024-07-06,Garlic,kg,9.08,2,908.0
2024-07-06,Ghee,kg,7.8,1,390.0
2024-07-06,Ginger,kg,3.6100000000000003,1,361.0
2024-07-06,Kaya,kg,56.64,1,1888.0
2024-07-06,Lemon,kg,27.03,1,901.0
2024-07-06,Mushrooms,kg,82.05,1,547.0
2024-07-06,Onion,kg,27.35,1,547.0
2024-07-06,Palm Sugar,kg,34.75,1,695.0
2024-07-06,Peanuts,kg,28.589999999999996,1,953.0
2024-07-06,Prawns,kg,23.439999999999998,1,293.0
2024-07-06,Red Beans,kg,34.75,1,695.0
2024-07-06,Rice,kg,171.54,1,953.0
2024-07-06,Rice Flour Jelly,kg,69.5,1,695.0
2024-07-06,Sambal,kg,28.589999999999996,1,953.0
2024-07-06,Soft-Boiled Eggs,pieces,3776.0,1,1888.0
2024-07-06,Soy Sauce,liter,5.859999999999999,1,293.0
2024-07-06,Spaghetti,kg,32.28,1,269.0
2024-07-06,Sugar Syrup,liter,27.03,1,901.0
2024-07-06,Tandoori Masala,kg,7.220000000000001,1,361.0
2024-07-06,Vegetable Broth,liter,136.75,1,547.0
2024-07-06,Water,liter,19.5,1,390.0
2024-07-06,White Bread,kg,188.8,1,1888.0
2024-07-06,Yogurt,liter,36.1,1,361.0
2024-07-07,Anchovies,kg,27.84,1,928.0
2024-07-07,Beef,kg,47.339999999999996,1,263.0
2024-07-07,Beef Bacon,kg,8.8,1,176.0
2024-07-07,Black Pepper,kg,0.352,1,176.0
2024-07-07,Black Pepper Sauce,liter,24.1,1,482.0
2024-07-07,Black Tea,kg,17.72,2,3544.0
2024-07-07,Butter,kg,64.08,1,3204.0
2024-07-07,Cheese,kg,5.279999999999999,1,176.0
2024-07-07,Chicken,kg,229.24,2,1158.0
2024-07-07,Chicken Thigh,kg,96.4,1,482.0
2024-07-07,Chili,kg,2.63,1,263.0
2024-07-07,Chili Sauce,liter,2.36,1,118.0
2024-07-07,Coconut Milk,liter,239.8,3,1511.0
2024-07-07,Coleslaw,kg,48.2,1,482.0
2024-07-07,Condensed Milk,liter,88.6,1,1772.0
2024-07-07,Cream,liter,23.400000000000002,1,234.0
2024-07-07,Cucumber,kg,3.54,1,118.0
2024-07-07,Curry,liter,232.3,1,2323.0
2024-07-07,Egg,pieces,3251.0,2,3251.0
2024-07-07,Eggs,pieces,176.0,1,176.0
2024-07-07,Evaporated Milk,liter,88.6,1,1772.0
2024-07-07,Flour,kg,232.3,1,2323.0
2024-07-07,Fries,kg,72.3,1,482.0
2024-07-07,Galangal,kg,2.63,1,263.0
2024-07-07,Garlic,kg,13.92,3,1392.0
2024-07-07,Ghee,kg,46.46,1,2323.0
2024-07-07,Ginger,kg,11.58,2,1158.0
2024-07-07,Kaya,kg,96.12,1,3204.0
2024-07-07,Lemon,kg,53.16,1,1772.0
